Python,151
Shell,60
Jupyter Notebook,29
C++,29
Matlab,27
Makefile,18
C,15
HTML,11
M,10
Lua,9
CMake,9
R,8
JavaScript,7
CSS,6
Cuda,4
Batchfile,4
GLSL,3
Ruby,3
TeX,3
Julia,3
Fortran,3
Protocol Buffer,2
Objective-C,2
Scala,2
Roff,2
Mathematica,1
PowerShell,1
Slash,1
Mako,1
XSLT,1
OpenEdge ABL,1
Java,1
Perl,1
C#,1
NewLisp,1
Emacs Lisp,1
Objective-C++,1
Smalltalk,1
